WBID_2012,WATERSHED,WATERBODY,AU_ID,LOCATION1,LOCATION2,WATERCODE,WATERTYPE,AU_SIZE,SIZE_UNIT,CLASS,QUALIFIER,CATEGORY,TMDL_COUNT,ORIG_FID,Name,Descript,BatchDone,SnapOn,SrcType,Area_SQ_MI,WATERBODY_1,AU_ID_1,TOTAREA,AGAREA,DEVAREA,NATAREA,WETAREA,PERCAG,PERCDEV,PERCNAT,PERCWET,pNatWet_Tt,TOTAREA_PR,AGAREA_PR,DEVAREA_PR,NATAREA_PR,WETAREA_PR,PERCAG_PR,PERCDEV_PR,PERCNAT_PR,PERCWET_PR,TOTAREA_ST,AGAREA_ST,DEVAREA_ST,NATAREA_ST,WETAREA_ST,PERCAG_ST,PERCDEV_ST,PERCNAT_ST,PERCWET_ST,SUM_PERCAG,SUM_PERCDE,SUM_PERCNA,SUM_PERCWE,TOTAREA_SP,AGAREA_SP,DEVAREA_SP,NATAREA_SP,WETAREA_SP,PERCAG_SP,PERCDEV_SP,PERCNAT_SP,PERCWET_SP,PercImp,OBJECTID *,Shape *
MA34_25_2012,Connecticut,Mill River,MA34-25,"Headwaters, outlet Factory Hollow Pond, Amherst to inlet Lake Warner, Hadley.",<Null>,3420175,RIVER,5.228,MILES,B,<Null>,5,0,23,MA34_25,"Headwaters, outlet Factory Hollow Pond, Amherst t*",1,1,0,30.04,Mill River,MA34-25,30.04,2.774114,4.299663,21.262617,1.70526,9.2,14.3,70.8,5.7,76.5,11.21,2.455042,3.336364,4.525323,0.89049,21.9,29.8,40.4,7.9,8.04,0.537166,0.593323,5.995665,0.915391,6.7,7.4,74.6,11.4,0,0,0,0,2.26,0.434368,0.342402,1.016505,0.464966,19.2,15.2,45,20.6,7,957,Point
MA34_27_2012,Connecticut,Fort River,MA34-27,"Headwaters (confluence of Adams and Amethyst brooks, Amherst), to confluence Connecticut River, Hadley.",<Null>,3419425,RIVER,12.812,MILES,B,<Null>,5,0,24,MA34_27,Headwaters (confluence of Adams and Amethyst broo*,1,1,0,54.77,Fort River,MA34-27,54.77,5.908394,5.97959,38.738746,4.142271,10.8,10.9,70.7,7.6,78.3,9.11,2.876062,1.33526,4.175052,0.72042,31.6,14.7,45.8,7.9,14.73,1.846713,1.076659,9.628898,2.173034,12.5,7.3,65.4,14.8,0,0,0,0,3.32,1.112762,0.362607,1.345541,0.502771,33.5,10.9,40.5,15.1,5,958,Point
MA34_28_2012,Connecticut,Mill River,MA34-28,"Headwaters (confluence of East and West Branch Mill River, Williamsburg), to outlet Paradise Pond, Northampton.",<Null>,3418825,RIVER,9.979,MILES,B,<Null>,5,0,25,MA34_28,Headwaters (confluence of East and West Branch Mi*,1,1,0,54.4,Mill River,MA34-28,54.4,1.97332,4.175549,45.86738,2.381634,3.6,7.7,84.3,4.4,88.7,4.59,0.365771,1.486729,2.430885,0.310295,8,32.4,52.9,6.8,12.78,0.519022,1.135575,9.894202,1.2341,4.1,8.9,77.4,9.7,0,0,0,0,1.17,0.087396,0.256464,0.648577,0.176163,7.5,21.9,55.5,15.1,3.6,959,Point
MA34_29_2012,Connecticut,Mill River,MA34-29,"Headwaters, outlet Watershops Pond, Springfield to confluence with Connecticut River, Springfield.  (Interrupted stream)",<Null>,3417625,RIVER,1.294,MILES,B,CSO,5,0,26,MA34_29,"Headwaters, outlet Watershops Pond, Springfield t*",1,1,0,33.72,Mill River,MA34-29,33.71,0.466778,14.855836,13.785256,4.604099,1.4,44.1,40.9,13.7,54.6,4.79,0,3.23744,1.385291,0.167929,0,67.6,28.9,3.5,6.46,0.07618,1.755241,2.634326,1.992957,1.2,27.2,40.8,30.9,0,0,0,0,0.79,0,0.375856,0.34726,0.063108,0,47.8,44.2,8,22.7,960,Point
MA34_30_2012,Connecticut,Scantic River,MA34-30,"Massachusetts/Connecticut border, Monson downstream to the Massachusetts/Connecticut border, Hampden.",<Null>,3417125,RIVER,9.599,MILES,B,<Null>,2,0,27,MA34_30,"Massachusetts/Connecticut border, Monson downstre*",1,1,0,25.03,Scantic River,MA34-30,21.41,0.817288,2.049796,17.015278,1.527897,3.8,9.6,79.5,7.1,86.6,4.51,0.266678,0.78064,2.88935,0.577305,5.9,17.3,64,12.8,5.38,0.188519,0.483481,3.78865,0.917772,3.5,9,70.4,17.1,0,0,0,0,1.13,0.079807,0.212795,0.518669,0.315525,7.1,18.9,46,28,3.4,961,Point
MA34_31_2012,Connecticut,Unnamed Tributary,MA34-31,"Headwater, outlet Lake Warner to confluence with Connecticut River, Hadley.",<Null>,3420160,RIVER,0.531,MILES,B,<Null>,3,0,28,MA34_31,"Headwater, outlet Lake Warner, Hadley to mouth at*",1,1,0,31.74,Unnamed Tributary,MA34-31,31.74,3.493633,4.512276,21.958799,1.770337,11,14.2,69.2,5.6,74.8,7.56,2.401444,1.849668,2.674042,0.639571,31.7,24.5,35.3,8.5,8.52,0.715323,0.667962,6.189763,0.950445,8.4,7.8,72.6,11.2,0,0,0,0,1.43,0.389602,0.207985,0.508834,0.324199,27.2,14.5,35.6,22.7,6.9,962,Point
MA34_32_2012,Connecticut,Mill River Diversion,MA34-32,"Headwaters, outlet Paradise Pond to confluence with Oxbow (east of Old Springfield Road), Northampton (thru Hulberts Pond formely segment MA34036).",<Null>,3418800,RIVER,2.538,MILES,B,<Null>,3,0,29,MA34_32,"Headwaters, outlet Paradise Pond, Northampton to *",1,1,0,57.08,Mill River Diversion,MA34-32,57.08,2.35729,4.801306,47.067191,2.850012,4.1,8.4,82.5,5,87.5,5,0.575027,1.353963,2.402329,0.670287,11.5,27.1,48,13.4,13.45,0.591134,1.25369,10.165806,1.442975,4.4,9.3,75.6,10.7,0,0,0,0,1.31,0.120426,0.267644,0.624026,0.300235,9.2,20.4,47.6,22.9,4.1,963,Point
MA34_33_2012,Connecticut,Fall River,MA34-33,"Vermont/Massachusetts border, Bernardston to the confluence with the Connecticut River, Greenfield/Gill",<Null>,3420925,RIVER,10.246,MILES,B,CWF,2,0,32,MA34_33,"Vermont/Massachusetts border, Bernardston to mout*",1,1,0,34.18,Fall River,MA34-33,22.52,2.015462,2.072799,18.010156,0.418549,9,9.2,80,1.9,81.9,4.84,0.498116,0.534038,3.664134,0.14478,10.3,11,75.7,3,5.18,0.643867,0.55723,3.740465,0.233559,12.4,10.8,72.3,4.5,0,0,0,0,1.26,0.145237,0.129276,0.896523,0.092146,11.5,10.2,71,7.3,3.4,966,Point
MA34_34_2012,Connecticut,Cushman Brook,MA34-34,"Headwaters, outlet Atkins Reservoir, Shutesbury to the inlet of Factory Hollow Pond, Amherst.",<Null>,3420200,RIVER,2.462,MILES,B,<Null>,2,0,33,MA34_34,"Headwaters, outlet Atkins Reservoir, Shutesbury t*",1,1,0,16.62,Cushman Brook,MA34-34,16.62,0.232671,0.726609,15.009551,0.647652,1.4,4.4,90.3,3.9,94.2,5.7,0.168316,0.327659,4.93903,0.262098,3,5.8,86.7,4.6,5.55,0.092474,0.22931,4.844859,0.381424,1.7,4.1,87.3,6.9,0,0,0,0,1.95,0.050228,0.110946,1.634271,0.152449,2.6,5.7,83.9,7.8,1.8,967,Point
MA34_35_2012,Connecticut,Amethyst Brook,MA34-35,"Headwaters, confluence of Buffum and Harris brooks, Pelham to the confluence with Adams River (forming the headwaters of Fort River), Amherst.",<Null>,3419675,RIVER,2.143,MILES,B,<Null>,2,0,34,MA34_35,"Headwaters, confluence of Buffum and Harris brook*",1,1,0,9.36,Amethyst Brook,MA34-35,9.36,0.105563,0.415944,8.404541,0.433466,1.1,4.4,89.8,4.6,94.4,4.51,0.063828,0.319154,4.076185,0.054642,1.4,7.1,90.3,1.2,3.29,0.038767,0.135746,2.842239,0.275912,1.2,4.1,86.3,8.4,0,0,0,0,1.51,0.021982,0.104053,1.363888,0.016741,1.5,6.9,90.5,1.1,2.1,968,Point
MA34_36_2012,Connecticut,Bloody Brook,MA34-36,"From the railroad tracks north of North Main Street, Deerfield to the confluence with Mill River, Whately.",<Null>,3420150,RIVER,3.679,MILES,B,<Null>,5,0,36,MA34_36,"Headwaters, perennial portion, from the railroad *",1,1,0,5.65,Bloody Brook,MA34-36,5.65,1.592004,1.100327,2.494832,0.46073,28.2,19.5,44.2,8.2,52.4,4.78,1.326195,1.029576,1.992551,0.432115,27.7,21.5,41.7,9,1.5,0.447199,0.287415,0.577581,0.191517,29.7,19.1,38.4,12.7,0,0,0,0,1.27,0.349339,0.27307,0.46732,0.183745,27.4,21.4,36.7,14.4,8.4,970,Point
MA34_37_2012,Connecticut,East Branch Mill River,MA34-37,"Headwaters, confluence of Bradford Brook, Williamsburg to confluence with the West Branch Mill River (forming the headwaters of the Mill River), Williamsburg.",<Null>,3419150,RIVER,2.753,MILES,B,CWF,2,0,35,MA34_37,"Headwaters, confluence with Bradford Brook, Willi*",1,1,0,9.53,East Branch Mill River,MA34-37,9.52,0.331346,0.256526,8.676341,0.259774,3.5,2.7,91.1,2.7,93.8,3.31,0.135914,0.144818,3.008407,0.020697,4.1,4.4,90.9,0.6,2.3,0.056746,0.074868,2.056165,0.113488,2.5,3.3,89.3,4.9,0,0,0,0,0.9,0.026025,0.046283,0.807587,0.020048,2.9,5.1,89.7,2.2,1.2,969,Point
MA34_38_2012,Connecticut,West Branch Mill River,MA34-38,"East Street, Goshen to the confluence of Meekin Brook, Williamsburg.",<Null>,3419225,RIVER,5.917,MILES,B,CWF,2,0,38,MA34_38,"East Street, Goshen to the confluence of Meekin B*",1,1,0,10.25,West Branch Mill River,MA34-38,10.25,0.233852,0.535921,9.169934,0.306359,2.3,5.2,89.5,3,92.5,4.86,0.169287,0.337151,4.214545,0.143686,3.5,6.9,86.6,3,2.26,0.039166,0.153779,1.920361,0.141935,1.7,6.8,85.2,6.3,0,0,0,0,1.11,0.032415,0.104411,0.897945,0.071015,2.9,9.4,81.2,6.4,1.9,972,Point
MA34_39_2012,Connecticut,West Branch Mill River,MA34-39,"From the confluence of Meekin Brook, Williamsburg to the confluence with the East Branch Mill River (forming the headwaters of the Mill River), Williamsburg.",<Null>,3419225,RIVER,0.641,MILES,B,<Null>,2,0,37,MA34_39,"From the confluence of Meekin Brook, Williamsburg*",1,1,0,12.76,West Branch Mill River,MA34-39,12.76,0.265223,0.679261,11.417264,0.393625,2.1,5.3,89.5,3.1,92.6,6.3,0.175944,0.397184,5.511486,0.213087,2.8,6.3,87.5,3.4,2.78,0.044718,0.210682,2.367149,0.155466,1.6,7.6,85.2,5.6,0,0,0,0,1.51,0.037566,0.155867,1.239936,0.072476,2.5,10.4,82.3,4.8,2.1,971,Point
MA34_40_2012,Connecticut,Sawmill River,MA34-40,"Headwaters, outlet Lake Wyola, Shutesbury to Dudleyville Road, Leverett (formerly part of MA34_26).",<Null>,3420550,RIVER,2.032,MILES,B,<Null>,3,0,40,MA34_40,"Headwaters, outlet Lake Wyola, Shutesbury to Dudl*",1,1,0,13.02,Sawmill River,MA34-40,13.02,0.065809,0.512398,11.829055,0.610219,0.5,3.9,90.9,4.7,95.6,10.47,0.036461,0.42534,9.471424,0.533138,0.3,4.1,90.5,5.1,2.76,0.005981,0.162573,2.261361,0.328623,0.2,5.9,82,11.9,0,0,0,0,2.48,0.005981,0.156606,2.01587,0.298825,0.2,6.3,81.4,12.1,1.7,974,Point
MA34_41_2012,Connecticut,Sawmill River,MA34-41,"Dudleyville Road, Leverett to confluence with Connecticut River, Montague (formerly part of MA34_26).",<Null>,3420550,RIVER,10.965,MILES,B,CWF,2,0,39,MA34_41,"Dudleyville Road, Leverett to mouth at confluence*",1,1,0,31.99,Sawmill River,MA34-41,31.98,0.927589,1.597003,28.388332,1.064806,2.9,5,88.8,3.3,92.1,6.53,0.745978,0.625936,4.890226,0.264525,11.4,9.6,74.9,4.1,7.69,0.300267,0.555045,6.163607,0.672642,3.9,7.2,80.1,8.7,0,0,0,0,2.23,0.2725,0.215162,1.522311,0.220117,12.2,9.6,68.3,9.9,2.1,973,Point
MA34_42_2012,Connecticut,Buttery Brook,MA34-42,"Headwaters (perennial portion), west of Haig Avenue, South Hadley to the confluence with the Connecticut River, South Hadley (interrupted urban, portions culverted).",<Null>,3417850,RIVER,1.6,MILES,B,CSO,5,0,41,MA34_42,"Headwaters (perennial portion), west of Haig Aven*",1,1,0,3.16,Buttery Brook,MA34-42,3.16,0.050786,1.542903,1.422929,0.14518,1.6,48.8,45,4.6,49.6,3.16,0.050786,1.542903,1.422929,0.14518,1.6,48.8,45,4.6,0.61,0.023471,0.225066,0.31283,0.048006,3.9,36.9,51.3,7.9,0,0,0,0,0.61,0.023471,0.225066,0.31283,0.048006,3.9,36.9,51.3,7.9,23.4,975,Point
<Null>,Connecticut,SCHOOLHOUSE BROOK,MA34-43,<Null>,<Null>,<Null>,<Null>,3.1,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_43,"Headwaters, southeast of Connor Reservoir, Holyok*",1,<Null>,<Null>,2.4,SCHOOLHOUSE BROOK,MA34-43,2.4,0.064715,0.968212,1.117908,0.248573,2.7,40.4,46.6,10.4,57,2.4,0.064715,0.968212,1.117908,0.248573,2.7,40.4,46.6,10.4,0.8,0.018722,0.255394,0.405098,0.121486,2.3,31.9,50.6,15.2,0,0,0,0,0.8,0.018722,0.255394,0.405098,0.121486,2.3,31.9,50.6,15.2,19.2,976,Point
<Null>,Connecticut,SCHNEELOCK BROOK,MA34-44,<Null>,<Null>,<Null>,<Null>,1.3,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_44,"Headwaters, west of Newhouse Street, Springfield *",-1,<Null>,<Null>,1.39,SCHNEELOCK BROOK,MA34-44,1.39,0.001218,0.665725,0.525443,0.19905,0.1,47.8,37.8,14.3,52.1,1.39,0.001218,0.665725,0.525443,0.19905,0.1,47.8,37.8,14.3,0.34,0,0.109551,0.120623,0.109774,0,32.2,35.5,32.3,0,0,0,0,0.34,0,0.109551,0.120623,0.109774,0,32.2,35.5,32.3,24,977,Point
<Null>,Connecticut,SACKET BROOK,MA34-45,<Null>,<Null>,<Null>,<Null>,2.1,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_45,"Headwaters, perennial portion, north of Southampt*",-1,<Null>,<Null>,1.81,SACKET BROOK,MA34-45,1.74,0.050264,0.142693,1.5153,0.036672,2.9,8.2,86.8,2.1,88.9,1.74,0.050264,0.142693,1.5153,0.036672,2.9,8.2,86.8,2.1,0.66,0.009758,0.037343,0.595849,0.019338,1.5,5.6,90,2.9,0,0,0,0,0.66,0.009758,0.037343,0.595849,0.019338,1.5,5.6,90,2.9,3.1,978,Point
<Null>,Connecticut,SCARBORO BROOK,MA34-46,<Null>,<Null>,<Null>,<Null>,2.3,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_46,"Headwaters, outlet Scarboro Pond, Belchertown to *",-1,<Null>,<Null>,3.02,SCARBORO BROOK,MA34-46,3.02,0.058131,0.164164,2.697021,0.099897,1.9,5.4,89.3,3.3,92.6,2.95,0.058131,0.161634,2.627374,0.099897,2,5.5,89.2,3.4,0.61,0.01559,0.043845,0.519667,0.031461,2.6,7.2,85.1,5.2,0,0,0,0,0.61,0.01559,0.043845,0.519667,0.031461,2.6,7.2,85.1,5.2,2.2,979,Point
<Null>,Connecticut,Rice Brook,MA34-47,<Null>,<Null>,<Null>,<Null>,1.1,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_47,"Headwaters, perennial portion, south of Burt Road*",-1,<Null>,<Null>,1.6,Rice Brook,MA34-47,1.6,0.050342,0.049766,1.502448,0.001267,3.1,3.1,93.7,0.1,93.8,1.6,0.050342,0.049766,1.502448,0.001267,3.1,3.1,93.7,0.1,0.3,0.03223,0.003944,0.259307,0.00096,10.9,1.3,87.5,0.3,0,0,0,0,0.3,0.03223,0.003944,0.259307,0.00096,10.9,1.3,87.5,0.3,0.9,980,Point
<Null>,Connecticut,Harris Brook,MA34-48,<Null>,<Null>,<Null>,<Null>,1.2,MILES,A,"PWS, ORW, CWF",<Null>,<Null>,<Null>,MA34_48,"Headwaters, northeast of Enfield Road, Pelham to *",0,<Null>,<Null>,6.16,Harris Brook,MA34-48,6.15,0.052671,0.174229,5.549853,0.375952,0.9,2.8,90.2,6.1,96.3,5.94,0.052671,0.169381,5.357315,0.364765,0.9,2.8,90.1,6.1,2.15,0.019293,0.043207,1.840968,0.249203,0.9,2,85.5,11.6,0,0,0,0,2.03,0.019293,0.042434,1.72191,0.241724,1,2.1,85,11.9,1.4,981,Point
<Null>,Connecticut,Buffum Brook,MA34-49,<Null>,<Null>,<Null>,<Null>,3.1,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_49,"Headwaters, west of West Pelham Road, Shutesbury *",-1,<Null>,<Null>,2.17,Buffum Brook,MA34-49,2.17,0.021125,0.132186,1.973898,0.046674,1,6.1,90.8,2.1,92.9,2.17,0.021125,0.132186,1.973898,0.046674,1,6.1,90.8,2.1,0.83,0.007328,0.074776,0.717502,0.026353,0.9,9.1,86.9,3.2,0,0,0,0,0.83,0.007328,0.074776,0.717502,0.026353,0.9,9.1,86.9,3.2,2.9,982,Point
<Null>,Connecticut,Dean Brook,MA34-50,<Null>,<Null>,<Null>,<Null>,2.6,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_50,"Headwaters, east of West Pelham Road (at mouth of*",1,<Null>,<Null>,3.9,Dean Brook,MA34-50,3.9,0.012288,0.174894,3.519446,0.191857,0.3,4.5,90.3,4.9,95.2,3.89,0.012288,0.174894,3.512874,0.191857,0.3,4.5,90.3,4.9,1.25,0.000429,0.038378,1.108706,0.102325,0,3.1,88.7,8.2,0,0,0,0,1.25,0.000429,0.038378,1.105991,0.102325,0,3.1,88.7,8.2,1.9,983,Point
<Null>,Connecticut,ROGERS BROOK,MA34-51,<Null>,<Null>,<Null>,<Null>,2.6,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_51,Headwaters east of Oak Hill Road near the Goshen/*,-1,<Null>,<Null>,2.6,ROGERS BROOK,MA34-51,2.6,0.0393,0.043623,2.45759,0.054558,1.5,1.7,94.7,2.1,96.8,2.6,0.0393,0.043623,2.45759,0.054558,1.5,1.7,94.7,2.1,0.46,0.0052,0.006703,0.410385,0.037773,1.1,1.5,89.2,8.2,0,0,0,0,0.46,0.0052,0.006703,0.410385,0.037773,1.1,1.5,89.2,8.2,0.7,984,Point
<Null>,Connecticut,JOE WRIGHT BROOK,MA34-52,<Null>,<Null>,<Null>,<Null>,3.3,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_52,"Headwaters south of Hemenway Trail, Williamsburg *",-1,<Null>,<Null>,26.5,JOE WRIGHT BROOK,MA34-52,3.42,0.152843,0.098638,3.070079,0.101637,4.5,2.9,89.7,3,92.7,3.38,0.152843,0.098638,3.027439,0.101637,4.5,2.9,89.6,3,1.04,0.045373,0.038047,0.883702,0.073563,4.4,3.7,84.9,7.1,0,0,0,0,1.04,0.045373,0.038047,0.883702,0.073563,4.4,3.7,84.9,7.1,1.2,985,Point
<Null>,Connecticut,Sodom Brook,MA34-53,<Null>,<Null>,<Null>,<Null>,3.1,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_53,"Headwaters, outlet small unnamed pond north of Cr*",1,<Null>,<Null>,6.41,Sodom Brook,MA34-53,6.41,0.255536,0.444417,5.532808,0.178361,4,6.9,86.3,2.8,89.1,6.25,0.255536,0.44431,5.372765,0.175191,4.1,7.1,86,2.8,1.14,0.07669,0.082165,0.926986,0.05358,6.7,7.2,81.4,4.7,0,0,0,0,1.14,0.07669,0.082165,0.926986,0.05358,6.7,7.2,81.4,4.7,2.5,986,Point
<Null>,Connecticut,NORTH BRANCH MANHAN RIVER,MA34-54,<Null>,<Null>,<Null>,<Null>,9.2,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_54,"Headwaters, perennial portion, north of Northwest*",1,<Null>,<Null>,5.48,NORTH BRANCH MANHAN RIVER,MA34-54,21.61,1.076873,1.482103,18.289827,0.761978,5,6.9,84.6,3.5,88.1,6.21,0.368206,0.534237,4.906283,0.402027,5.9,8.6,79,6.5,4.66,0.285855,0.281454,3.755237,0.33276,6.1,6,80.7,7.1,0,0,0,0,1.77,0.088702,0.107506,1.37465,0.197374,5,6.1,77.7,11.2,2.7,987,Point
<Null>,Connecticut,Mill Brook,MA34-55,<Null>,<Null>,<Null>,<Null>,7.7,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_55,"Headwaters, outlet Stevens Swamp, Warwick to mout*",1,<Null>,<Null>,9.53,Mill Brook,MA34-55,9.49,0.128294,0.52143,8.370138,0.471291,1.4,5.5,88.2,5,93.2,4.87,0.127842,0.467923,4.164349,0.113261,2.6,9.6,85.5,2.3,1.66,0.016314,0.094449,1.35585,0.194113,1,5.7,81.6,11.7,0,0,0,0,0.92,0.016314,0.080855,0.796413,0.028823,1.8,8.8,86.3,3.1,1.8,988,Point
<Null>,Connecticut,FOURMILE BROOK,MA34-56,<Null>,<Null>,<Null>,<Null>,3.4,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_56,"Headwaters, south of the intersection of Four Mil*",1,<Null>,<Null>,5.07,FOURMILE BROOK,MA34-56,5.06,0.263699,0.24576,4.483243,0.070554,5.2,4.9,88.5,1.4,89.9,3.87,0.12956,0.183676,3.51927,0.036232,3.3,4.7,91,0.9,1.21,0.06113,0.082253,1.043815,0.021199,5.1,6.8,86.4,1.8,0,0,0,0,1.05,0.033955,0.079659,0.925447,0.013768,3.2,7.6,87.9,1.3,2,989,Point
<Null>,Connecticut,SHATTUCK BROOK,MA34-57,<Null>,<Null>,<Null>,<Null>,2.4,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_57,"Headwaters, confluence Keets and Beaver Meadow br*",0,<Null>,<Null>,2.2,SHATTUCK BROOK,MA34-57,4.9,0.375083,0.143435,4.337069,0.047419,7.7,2.9,88.5,1,89.5,4.02,0.360295,0.109071,3.516521,0.03554,9,2.7,87.4,0.9,1.36,0.185543,0.052389,1.086041,0.035319,13.6,3.9,79.9,2.6,0,0,0,0,1.09,0.182309,0.036402,0.841966,0.028925,16.7,3.3,77.3,2.7,1.3,990,Point
<Null>,Connecticut,West Brook,MA34-58,<Null>,<Null>,<Null>,<Null>,4,MILES,B,CWF,<Null>,<Null>,<Null>,MA34_58,"Headwaters, outlet Northampton Reservoir (Old Nor*",1,<Null>,<Null>,10.75,West Brook,MA34-58,10.75,0.230593,0.336614,9.940392,0.238013,2.1,3.1,92.5,2.2,94.7,3.38,0.123716,0.253312,2.921621,0.082747,3.7,7.5,86.4,2.4,2.36,0.023674,0.129504,2.114139,0.096424,1,5.5,89.4,4.1,0,0,0,0,1.02,0.017908,0.090621,0.852659,0.054369,1.8,8.9,84,5.4,1.1,991,Point
<Null>,Connecticut,Nurse Brook,MA34-59,<Null>,<Null>,<Null>,<Null>,1.3,MILES,A,"PWS, ORW, CWF",<Null>,<Null>,<Null>,MA34_59,"Headwaters, west of Pratt Corner Road, Shutesbury*",1,<Null>,<Null>,1.27,Nurse Brook,MA34-59,1.27,0,0.017148,1.228051,0.028776,0,1.3,96.4,2.3,98.7,1.27,0,0.017148,1.228051,0.028776,0,1.3,96.4,2.3,0.53,0,0.008664,0.50147,0.022692,0,1.6,94.1,4.3,0,0,0,0,0.53,0,0.008664,0.50147,0.022692,0,1.6,94.1,4.3,0.7,992,Point
<Null>,Connecticut,Unnamed Tributary,MA34-60,<Null>,<Null>,<Null>,<Null>,2.3,MILES,B, ,<Null>,<Null>,<Null>,MA34_60,"Unnamed tributary to the Connecticut River, local*",1,<Null>,<Null>,2.91,Unnamed Tributary,MA34-60,2.91,0,1.867807,0.98639,0.058068,0,64.1,33.9,2,35.9,2.91,0,1.867807,0.98639,0.058068,0,64.1,33.9,2,0.54,0,0.205524,0.291554,0.042439,0,38.1,54,7.9,0,0,0,0,0.54,0,0.205524,0.291554,0.042439,0,38.1,54,7.9,36.8,993,Point
<Null>,Connecticut,Hop Brook,MA34-61,<Null>,<Null>,<Null>,<Null>,8.6,MILES,B, ,<Null>,<Null>,<Null>,MA34_61,"Headwaters, west of Oasis Drive, Belchertown to m*",1,<Null>,<Null>,16.84,Hop Brook,MA34-61,16.83,1.094901,1.529981,12.467291,1.74247,6.5,9.1,74.1,10.4,84.5,8.13,0.85221,0.910286,5.017237,1.35324,10.5,11.2,61.7,16.6,2.98,0.22517,0.165697,1.874701,0.717652,7.5,5.6,62.8,24.1,0,0,0,0,1.55,0.203193,0.06803,0.756181,0.52553,13.1,4.4,48.7,33.8,4,994,Point
<Null>,Connecticut,RUSSELLVILLE BROOK,MA34-62,<Null>,<Null>,<Null>,<Null>,4.4,MILES,B, ,<Null>,<Null>,<Null>,MA34_62,"Headwaters, Route 116, Sunderland (river name cha*",1,<Null>,<Null>,7.27,RUSSELLVILLE BROOK,MA34-62,7.27,1.10527,0.584223,5.223122,0.35899,15.2,8,71.8,4.9,76.7,1.89,0.757189,0.254937,0.729333,0.149945,40,13.5,38.6,7.9,1.76,0.19941,0.088356,1.246494,0.224252,11.3,5,70.9,12.8,0,0,0,0,0.49,0.128678,0.034158,0.221198,0.105354,26.3,7,45.2,21.5,2.7,995,Point
<Null>,Connecticut,ROARING BROOK,MA34-63,<Null>,<Null>,<Null>,<Null>,1.4,MILES,B, ,<Null>,<Null>,<Null>,MA34_63,From the outlet of Whately Glen Reservoir (South *,-1,<Null>,<Null>,5.78,ROARING BROOK,MA34-63,5.78,0.165153,0.132372,5.331894,0.152206,2.9,2.3,92.2,2.6,94.8,4.49,0.139574,0.098847,4.130218,0.123998,3.1,2.2,91.9,2.8,1.57,0.030495,0.027153,1.405962,0.101455,1.9,1.7,89.8,6.5,0,0,0,0,1.24,0.023293,0.021911,1.108427,0.088199,1.9,1.8,89.3,7.1,0.9,996,Point
<Null>,Connecticut,DRY BROOK,MA34-64,<Null>,<Null>,<Null>,<Null>,8.3,MILES,B, ,<Null>,<Null>,<Null>,MA34_64,"Headwaters, west of Huckle Hill Road, Bernardston*",-1,<Null>,<Null>,9.38,DRY BROOK,MA34-64,9.38,0.869504,0.629,7.368077,0.510147,9.3,6.7,78.6,5.4,84,5.88,0.75151,0.502907,4.223166,0.397844,12.8,8.6,71.9,6.8,2.06,0.252436,0.125249,1.411157,0.268795,12.3,6.1,68.6,13.1,0,0,0,0,1.57,0.222295,0.117354,1.001502,0.231772,14.1,7.5,63.7,14.7,2.1,997,Point
<Null>,<Null>,Unnamed Tributary,MA34-65,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA34_65,<Null>,<Null>,<Null>,<Null>,1,<Null>,MA34-65,1,0,0.004713,0.988976,0.009398,0,0.5,98.6,0.9,99.5,1,0,0.004713,0.988976,0.009398,0,0.5,98.6,0.9,0.26,0,0.003863,0.249262,0.005063,0,1.5,96.5,2,0,0,0,0,0.26,0,0.003863,0.249262,0.005063,0,1.5,96.5,2,0.2,998,Point
<Null>,<Null>,Parsons Brook,MA34-66,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA34_66,<Null>,<Null>,<Null>,<Null>,3.6,<Null>,MA34-66,3.6,0.064291,0.282062,3.02141,0.234172,1.8,7.8,83.9,6.5,90.4,3.6,0.064291,0.282062,3.02141,0.234172,1.8,7.8,83.9,6.5,0.9,0.042503,0.080527,0.664148,0.111869,4.7,9,73.9,12.4,0,0,0,0,0.9,0.042503,0.080527,0.664148,0.111869,4.7,9,73.9,12.4,3.1,999,Point
